%22Big%22_Donnie_MacLeod Progressive_Conservative_Association_of_Nova_Scotia
Desmond_Lee_ United_Democrats_of_Hong_Kong
Desmond_Lee_ People's_Action_Party
Desmond_McKenzie Jamaica_Labour_Party
Desmond_O'Malley Fianna_Fáil
Desmond_O'Malley Progressive_Democrats
Desmond_Plummer Conservative_Party
Desmond_Swayne Conservative_Party
Dessie_Ellis Sinn_Féin
Dessie_Larkin Fianna_Fáil
Detlef_Nebbe National_Socialist_German_Workers'_Party
Detta_O'Cathain,_Baroness_O'Cathain Conservative_Party
Dev_ All_India_Trinamool_Congress
Dev_Raj_Bhar Communist_Party_of_Nepal
Devakanta_Barua Indian_National_Congress
Deval_Patrick Democratic_Party
Devamany_S._Krishnasamy Malaysian_Indian_Congress
Devan_Nair People's_Action_Party
Devan_Nair Democratic_Action_Party
Devanand_Konwar Indian_National_Congress
Devarakonda_Vittal_Rao Indian_National_Congress
Devarakonda_Vittal_Rao__INC-politician-stub__1 Indian_National_Congress
Devender_Yadav Indian_National_Congress
Devender_Yadav__INC-politician-stub__1 Indian_National_Congress
Devendra_Agrawal Samajwadi_Party
Devendra_Fadnavis Bharatiya_Janata_Party
Devendra_Nagpal Rashtriya_Lok_Dal
Devendra_Nath_Dwivedi Indian_National_Congress
Devendra_Prasad_Yadav Rashtriya_Janata_Dal
Devendra_Sharma_ Indian_National_Congress
Devendra_Sharma___INC-politician-stub__1 Indian_National_Congress
Devendra_Singh_Yadav Samajwadi_Party
Devidas_Anandrao_Pingale Nationalist_Congress_Party
Devidhan_Besra Bhartiya_Janta_Party
Devin_Beliveau Maine_Democratic_Party
Devin_LeMahieu Republican_Party
Devin_Nunes Republican_Party
Devinder_Kumar_Sehrawat Aam_Aadmi_Party
Devinder_Shory Conservative_Party_of_Canada
Devineni_Uma_Maheswara_Rao Telugu_Desam_Party
Devisingh_Ransingh_Shekhawat Indian_National_Congress
Devlet_Bahçeli Nationalist_Movement_Party
Devon_Mathis California_Republican_Party
Devwrat_Singh Indian_National_Congress
Devwrat_Singh__INC-politician-stub__1 Indian_National_Congress
Dewan_Mushtaq_Ahmed Pakistan_Muslim_League
Dewey_E._Burchett,_Jr. Democratic_Party
Dewey_F._Bartlett Republican_Party
Dewey_F._Bartlett_Jr. Republican_Party
Dewey_Jackson_Short Republican_Party
Dewey_L._Hill Democratic_Party
Dewey_McClain Democratic_Party
Dewitt_Clinton_Giddings Democratic_Party
Dewitt_Clinton_Senter Whig_Party
Dewitt_Clinton_Senter Republican_Party
Dezső_Pattantyús-Ábrahám Hungarian_Freedom_Party
Dezső_Pattantyús-Ábrahám Independent_Hungarian_Democratic_Party
Dhan_Singh_Rawat Bharatiya_Janata_Party
Dhanaji_Sitaram_Ahire Indian_National_Congress
Dhananjay_Mahato Indian_National_Congress
Dhananjay_Munde Nationalist_Congress_Party
Dhanare_Paskal_Janya Bharatiya_Janata_Party
Dhandayuthapani_Pillai Indian_National_Congress
Dhani_Ram_Shandil Indian_National_Congress
Dhani_Ram_Shandil__INC-politician-stub__1 Indian_National_Congress
Dhanjibhai_Senghani Bhartiya_Janata_Party
Dharam_Dass_Shastri Indian_National_Congress
Dharam_Pal_Sabharwal Indian_National_Congress
Dharam_Singh_Saini Bahujan_Samaj_Party
Dharampal_Singh Bahujan_Samaj_Party
Dharamvir_Gandhi Aam_Aadmi_Party
Dharamvir_Singh_Tyagi Indian_National_Congress
Dharavath_Ravinder_Naik Telangana_Rashtra_Samithi
Dharmasena_Attygalle United_National_Party
Dharmasiri_Dassanayake Sri_Lanka_Freedom_Party
Dharmasiri_Senanayake Sri_Lanka_Freedom_Party
Dharmender_Singh Aam_Aadmi_Party
Dharmendra Bharatiya_Janata_Party
Dharmendra_Pradhan Bharatiya_Janata_Party
Dharmendra_Yadav Samajwadi_Party
Dharmesh_Singh_Tomar Samajwadi_Party
Dharmpal_Singh Bharatiya_Janata_Party
Dharmraj_Patel Samajwadi_Party
Dhiman_Roy All_India_Trinamool_Congress
Dhiraj_Prasad_Sahu Indian_National_Congress
Dhiraj_Prasad_Sahu__INC-politician-stub__1 Indian_National_Congress
Dhirendra_Agarwal Rashtriya_Janata_Dal
Dhirendra_Nath_Basu Indian_National_Congress
Dhiyaa_Al-Musawi Bahrain_Human_Rights_Society
Dhruba_Bahadur_Pradhan Rastriya_Prajatantra_Party
Dhu_al-Himma_Shalish Arab_Socialist_Ba'ath_Party_–_Syria_Region
DiAnne_Gove Republican_Party
Di_Farmer Australian_Labor_Party
Di_Farmer__Australia-Labor-politician-stub__1 Australian_Labor_Party
Di_Gayler Australian_Labor_Party
Di_Hollister Tasmanian_Greens
Di_McCauley National_Party_of_Australia
Diaa_al-Din_Dawoud Arab_Socialist_Union
Diaa_al-Din_Dawoud Arab_Democratic_Nasserist_Party
Diab_al-Mashi People's_Party
Diab_al-Mashi Arab_Socialist_Ba'ath_Party_–_Syria_Region
Dian_Slavens Democratic_Party
Diana_Bajoie Democratic_Party
Diana_Conti Front_for_Victory
Diana_Conti Frepaso
Diana_DeGette Democratic_Party
Diana_DiZoglio Democratic_Party
Diana_Dierks Republican_Party
Diana_Dragutinović Democratic_Party
Diana_Eccles,_Viscountess_Eccles Conservative_Party
Diana_Elles,_Baroness_Elles Conservative_Party
Diana_Farrell Democratic_Party
Diana_Fessler Republican_Party
Diana_Finda_Konomanyi All_People's_Congress
Diana_Gribbon_Motz Democratic_Party
Diana_Johnson Labour_Party
Diana_Maddock,_Baroness_Maddock Liberal_Democrats
Diana_McQueen Progressive_Conservative_Association_of_Alberta
Diana_Organ Labour_Party
Diana_Rauner Democratic_Party
Diana_Reyna Democratic_Party
Diana_Richardson Democratic_Party
Diana_Taylor_ Republican_Party
Diana_Wallis Liberal_Democrats
Diana_Wallis Yorkshire_First
Diana_Warnock Australian_Labor_Party
Diana_Warnock__Australia-Labor-politician-stub__1 Australian_Labor_Party
Diana_Whalen Nova_Scotia_Liberal_Party
Diane_Abbott Labour_Party
Diane_Ablonczy Conservative_Party_of_Canada
Diane_Allen Republican_Party
Diane_Anderson Republican_Party_of_Minnesota
Diane_B._Snelling Republican_Party
Diane_Beall_Templin American_Party
Diane_Beall_Templin Republican_Party
Diane_Bilyeu Democratic_Party
Diane_Black Republican_Party
Diane_Bourgeois Bloc_Québécois
Diane_De_Courcy Parti_Québécois
Diane_Deans Liberal_Party_of_Canada
Diane_Denish Democratic_Party
Diane_Dodds Democratic_Unionist_Party
Diane_Douglas Republican_Party
Diane_E._Benson Democratic_Party
Diane_Farrell Democratic_Party
Diane_Finley Conservative_Party_of_Canada
Diane_Franklin_ Republican_Party
Diane_Grendell Republican_Party
Diane_Hamelin Parti_Québécois
Diane_Harkey California_Republican_Party
Diane_James UK_Independence_Party
Diane_Lamarre Parti_Québécois
Diane_Lebouthillier Liberal_Party_of_Canada
Diane_Lemieux Parti_Québécois
Diane_Loeffler Minnesota_Democratic–Farmer–Labor_Party
Diane_Marleau Liberal_Party_of_Canada
Diane_McGifford New_Democratic_Party_of_Manitoba
Diane_Mitsch_Bush Democratic_Party
Diane_Patrick_ Republican_Party
Diane_Ravitch Democratic_Party
Diane_Rosenbaum Democratic_Party
Diane_Russell Maine_Democratic_Party
Diane_Sands Democratic_Party
Diane_Savino Democratic_Party
Diane_St._Onge Republican_Party
Diane_Stratas Progressive_Conservative_Party_of_Canada
Diane_Thorne British_Columbia_New_Democratic_Party
Diane_Watson Democratic_Party
Diane_Winston Republican_Party
Diane_Yatauro United_States_Democratic_Party
Dianna_Duran Republican_Party
Dianne_Brushett Liberal_Party_of_Canada
Dianne_Byrum Democratic_Party
Dianne_Cunningham Progressive_Conservative_Party_of_Ontario
Dianne_Feinstein Democratic_Party
Dianne_Guise Australian_Labor_Party
Dianne_Hamilton Republican_Party
Dianne_Hesselbein Democratic_Party
Dianne_Hiles Australian_Greens
Dianne_Kohler_Barnard Democratic_Alliance
Dianne_Poole Liberal_Party_of_Ontario
Dianne_Primavera Democratic_Party
Dianne_Reilly Australian_Labor_Party
Dianne_Watts Conservative_Party_of_Canada
Dianne_Watts Surrey_First
Dianne_Whalen Progressive_Conservative_Party_of_Newfoundland_and_Labrador
Dianne_Wilkerson Democratic_Party
Diao_Guoxin Communist_Party_of_China
Diarmuid_O'Scannlain Republican_Party
Diarmuid_Wilson Fianna_Fáil
Diba_Chandra_Hrangkhawl Indian_National_Congress
Dick_A._Greco Democratic_Party
Dick_Ackerman Republican_Party
Dick_Adams_ Australian_Labor_Party
Dick_Anderson_ Republican_Party
Dick_Armey Republican_Party
Dick_Barrett_ Democratic_Party
Dick_Batchelor Democratic_Party
Dick_Black_ Republican_Party
Dick_Brewbaker Alabama_Republican_Party
Dick_Celeste U.S._Democratic_Party
Dick_Cheney Republican_Party
Dick_Chrysler Republican_Party
Dick_Clark_ Democratic_Party
Dick_Cohen Minnesota_Democratic–Farmer–Labor_Party
Dick_Cole_ Mebyon_Kernow
Dick_Collver Unionest_Party
Dick_Collver Progressive_Conservative_Party_of_Saskatchewan
Dick_Crawshaw,_Baron_Crawshaw_of_Aintree Labor_Party
Dick_Day Republican_Party_of_Minnesota
Dick_DeVos Republican_Party
Dick_Dearden Iowa_Democratic_Party
Dick_Dein United_Australia_Party
Dick_Dever Republican_Party
Dick_Dolman Partij_van_de_Arbeid
Dick_Durbin Democratic_Party
Dick_Elliott_ Democratic_Party
Dick_Estens National_Party_of_Australia
Dick_Fowler_ Progressive_Conservative_Association_of_Alberta
Dick_Gephardt Democratic_Party
Dick_Guidry Democratic_Party
Dick_Harris Conservative_Party_of_Canada
Dick_Harwood Republican_Party
Dick_Healey Liberal_Party_of_Australia
Dick_Hess Republican_Party
Dick_Jones_ Republican_Party
Dick_Jones_ Republican_Party
Dick_Kelsey_ Republican_Party
Dick_King_ Democratic_Party
Dick_Klugman Australian_Labor_Party
Dick_Kraus Democratic_Party
Dick_Kravitz Republican_Party
Dick_Lawrence Australian_Labor_Party
Dick_Leinenkugel Republican_Party
Dick_M._Kelly Republican_Party
Dick_Magruder Democratic_Party
Dick_Maier Republican_Party
Dick_Mather Representative_Party_of_Alberta
Dick_Mitchison,_Baron_Mitchison Labor_Party
Dick_Molpus Democratic_Party
Dick_Morris Democratic_Party
Dick_Morris Republican_Party
Dick_Mountjoy Republican_Party
Dick_Muri Republican_Party
Dick_Murphy United_States_Republican_Party
Dick_Nichols Republican_Party
Dick_Posthumus Republican_Party
Dick_Roche Fianna_Fáil
Dick_Roeding Republican_Party
Dick_Ruston Ontario_Liberal_Party
Dick_Rutan Republican_Party
Dick_Sawle Independent
Dick_Schafrath Republican_Party
Dick_Spring Labour_Party
Dick_Springer Democratic_Party
Dick_Stevenson Republican_Party
Dick_Sutton Progressive_Conservative_Party_of_Ontario
Dick_Taverne Democratic_Labour
Dick_Taverne Labour_Party
Dick_Taylor_ Iowa_Democratic_Party
Dick_Thompson_Morgan Republican_Party
Dick_Thornburgh Republican_Party
Dick_Treleaven Progressive_Conservative_Party_of_Ontario
Dick_Werner Republican_Party
Dick_Wood_ National_Party_of_Australia
Dick_Yoder Republican_Party
Dick_Zimmer_ Republican_Party
Dickey_Lee_Hullinghorst Democratic_Party
Dickson_Jere Movement_for_Multi-Party_Democracy
Dickson_Mabon Labour_Co-operative
Dickson_Mua Ownership,_Unity_and_Responsibility_Party
Didalco_Bolívar For_Social_Democracy
Didi_Barrett Democratic_Party
Didier_Burkhalter FDP.The_Liberals
Didier_Gonzales Union_for_a_Popular_Movement
Didier_Julia Union_for_a_Popular_Movement
Didier_Julia Rally_for_the_Republic
Didier_Migaud Socialist_Party
Didier_Quentin Union_for_a_Popular_Movement
Didier_Quentin__France-politician-UMP-stub__1 Union_for_a_Popular_Movement
Didier_Ratsiraka Vanguard_of_the_Malagasy_Revolution
Didier_Reynders Mouvement_Réformateur
Didier_Robert The_Republicans
Didier_Robert Union_for_a_Popular_Movement
Didjob_Divungi_Di_Ndinge Democratic_and_Republican_Alliance
Dido_Harding Conservative_Party
Didymus_Mutasa ZANU-PF
Diederik_Jansz._Graeff States_Faction
Diederik_Samsom Labour_Party
Diederik_van_Dijk Reformed_Political_Party
Diego_Benavente Republican_Party
Diego_Espinoza Democratic_Party
Diego_Fernández_de_Cevallos National_Action_Party
Diego_Martínez_Barrio Republican_Union_Party
Diego_Molano_Vega Colombian_Liberal_Party
Diego_Santilli Republican_Proposal
Dien_Cornelissen Catholic_People's_Party
Dien_Cornelissen Christian_Democratic_Appeal
Dieter_Aderhold Social_Democratic_Party
Dieter_Reiter Social_Democratic_Party_of_Germany
Dieter_Salomon Alliance_'90/The_Greens
Dietmar_Woidke Social_Democratic_Party_of_Germany
Dietrich_Möller Christian_Democratic_Union
Digambar_Kamat Indian_National_Congress
Digambar_Kamat__INC-politician-stub__1 Indian_National_Congress
Digby_Jones,_Baron_Jones_of_Birmingham Crossbench
Digvijay_Nath Akhil_Bharatiya_Hindu_Mahasabha
Digvijaya_Singh Indian_National_Congress
Dil_Bahadur_Lama Nepali_Congress
Dil_Kumari_Bhandari Sikkim_Sangram_Parishad
Dilan_Perera United_People's_Freedom_Alliance
Dileita_Mohamed_Dileita People's_Rally_for_Progress
Dilek_Öcalan Peoples'_Democratic_Party
Dilian_Francisca_Toro Social_National_Unity_Party
Dilip_Chalil Indian_National_Congress
Dilip_Chalil__INC-politician-stub__1 Indian_National_Congress
Dilip_Ghosh Bharatiya_Janata_Party
Dilip_Kamble Bhartiya_Janata_Party
Dilip_Pandey Aam_Aadmi_Party
Dilip_Pandya Bharatiya_Janata_Party
Dilip_Parikh BJP
Dilip_Parulekar Bharatiya_Janata_Party
Dilip_Patel Bharatiya_Janata_Party
Dilip_Sarkar_ Indian_National_Congress
Dilip_Singh_Parihar Bhartiya_Janta_Party
Dilip_Tirkey Biju_Janata_Dal
Dilip_Wedaarachchi United_National_Party
Dilipkumar_Gandhi Bharatiya_Janata_Party
Diliprao_Deshmukh Indian_National_Congress
Dillon_Anderson Republican_Party
Dilma_Rousseff Democratic_Labour_Party
Dilma_Rousseff Workers'_Party
Dilnawaz_Khan Indian_National_Congress
Dilum_Amunugama Sri_Lanka_Freedom_Party
Dime_Spasov Internal_Macedonian_Revolutionary_Organization_–_Democratic_Party_for_Macedonian_National_Unity
Dimeji_Bankole People's_Democratic_Party
Dimitar_Grekov People's_Liberal_Party
Dimitar_Petkov People's_Liberal_Party
Dimitar_Vlahov People's_Federative_Party
Dimitra_Arapoglou Popular_Orthodox_Rally
Dimitri_Gladki Communist_Party_of_Moldova
Dimitri_Polizos Republican_Party
Dimitrij_Rupel Slovenian_Democratic_Party
Dimitrije_Ljotić Yugoslav_National_Movement
Dimitrios_Adamou Communist_Party_of_Greece
Dimitrios_Droutsas Panhellenic_Socialist_Movement
Dimitrios_Papadimoulis Coalition_of_the_Radical_Left
Dimitrios_Papadimoulis Coalition_of_Left,_of_Movements_and_Ecology
Dimitrios_Psarros Liberal_Party
Dimitris_Avramopoulos New_Democracy
Dimitris_Kammenos Independent_Greeks
Dimitris_Koutsoumpas Communist_Party_of_Greece
Dimitris_Mardas Independent_politician
Dimitris_Papadakis Movement_for_Social_Democracy
Dimitris_Reppas Panhellenic_Socialist_Movement
Dimitris_Reppas Movement_of_Democratic_Socialists
Dimitris_Tsovolas Democratic_Social_Movement
Dimitris_Tsovolas Panhellenic_Socialist_Movement
Dimo_Hadzhidimov Bulgarian_Communist_Party
Dimo_Hadzhidimov People's_Federative_Party
Dimple_Yadav Samajwadi_Party
Dimuthu_Bandara_Abayakoon Janatha_Vimukthi_Peramuna
Dina_Nath_Sharma Unified_Communist_Party_of_Nepal
Dina_Neal Democratic_Party
Dina_Titus Democratic_Party
Dinanath_Bhaskar Bhartiya_Janta_Party
Dinanath_Bhaskar Bahujan_Samaj_Party
Dinanath_Bhaskar Samajwadi_Party
Dinanath_Tiwari Bharatiya_Janata_Party
Dinendra_Nath_Bhattacharya Communist_Party_of_India
Dinesh_Chandra_ Bahujan_Samaj_Party
Dinesh_Chandra_Joarder Communist_Party_of_India
Dinesh_Chandra_Yadav Janata_Dal
Dinesh_Chandra_Yadav JD
Dinesh_Gunawardena Mahajana_Eksath_Peramuna
Dinesh_Gundu_Rao Indian_National_Congress
Dinesh_Kashyap Bharatiya_Janata_Party
Dinesh_Prasad_Singh Janata_Dal
Dinesh_Sharma Bharatiya_Janata_Party
Dinesh_Singh_ Bharatiya_Janta_Party
Dinesh_Singh_ Indian_National_Congress
Dinesh_Singh___INC-politician-stub__1 Indian_National_Congress
Dinesh_Trivedi All_India_Trinamool_Congress
Dinesh_Vaghela Aam_Aadmi_Party
Ding_Guangen Communist_Party_of_China
Ding_Haichun Communist_Party_of_China
Ding_Kuong_Hiing Sarawak_United_Peoples'_Party
Ding_Laihang Communist_Party_of_China
Ding_Weifen Kuomintang
Ding_Yi_ Communist_Party_of_China
Ding_Yiping Communist_Party_of_China
Dingdong_Avanzado__Fernando_V._Avanzado__1 Liberal_Party
Dingiri_Banda_Wijetunga United_National_Party
Dingiri_Bandara_Welagedara United_National_Party
Dingle_Foot Labour_Party
Dinmukhamed_Konayev Communist_Party_of_the_Soviet_Union
Dinny_McGinley Fine_Gael
Dino_Cinieri Union_for_a_Popular_Movement
Dino_Grandi National_Fascist_Party
Dino_Reyes_Chua United_Nationalist_Alliance
Dino_Reyes_Chua Nacionalista_Party
Dino_Reyes_Chua Partido_Magdalo
Dino_Rossi Republican_Party
Dinsha_Patel Indian_National_Congress
Diogo_de_Freitas_do_Amaral Independent
Dion_George Democratic_Alliance
Dioncounda_Traoré Alliance_for_Democracy_in_Mali
Dionel_Bellemare Union_Nationale
Dionisio_Ridruejo Falange
Dionysia-Theodora_Avgerinopoulou New_Democracy
Dionísio_Mendes_de_Sousa Socialist_Party
Diosdado_Macapagal Liberal_Party
Diosdado_Macapagal_Arroyo Lakas–CMD
Dip_Gogoi Indian_National_Congress
Dip_Gogoi__INC-politician-stub__1 Indian_National_Congress
Dipak_Bahadur_K.C. Communist_Party_of_Nepal
Dipak_Singh Indian_National_Congress
Dipankar_Talukdar Bangladesh_Awami_League
Dipika_Damerla Ontario_Liberal_Party
Dipu_Moni Bangladesh_Awami_League
Dipuo_Peters African_National_Congress
Dirayet_Taşdemir Peoples'_Democratic_Party
Dirk_Fock Liberal_Union
Dirk_Jan_de_Geer Christian_Historical_Union
Dirk_Kempthorne Republican_Party
Dirk_Niebel Free_Democratic_Party
Dirk_Poot Pirate_Party_of_the_Netherlands
Dirk_Stettner Christian_Democratic_Union_of_Germany
Dirk_Stikker People's_Party_for_Freedom_and_Democracy
Dirk_Stikker Freedom_Party
Dismas_Becker Democratic_Party
Dita_Charanzová ANO_2011_list
Ditlev_Gothard_Monrad National_Liberal_Party
Ditmir_Bushati Socialist_Party_of_Albania
Diwakar_Raote Shiv_Sena
Dix_H._McMullin Republican_Party
Dixie_Allen Democratic_Party
Dixie_Bibb_Graves Democratic_Party
Dixie_Carter Republican_Party
Dixie_Gilmer Democratic_Party
Dixie_L._Leavitt Republican_Party
Dixie_Tan People's_Action_Party
Dixon_Hall_Lewis United_States_Democratic_Party
Dixon_Pitcher Republican_Party
Dixy_Lee_Ray Democratic_Party
Diya_Kumari Bharatiya_Janata_Party
Djan_Faridz United_Development_Party
Django_Sissoko Independent
Djaouida_Sellah New_Democratic_Party
Djida_Tazdaït Radical_Party
Djimrangar_Dadnadji Patriotic_Salvation_Movement
Djohar_Arifin_Husin Democratic_Party
Djoomart_Otorbaev Independent_politician
Dmitri_Mehlhorn Democratic_Party
Dmitri_Shepilov Communist_Party_of_the_Soviet_Union
Dmitry_Demushkin Slavic_Union
Dmitry_Gudkov A_Just_Russia
Dmitry_Kobylkin United_Russia
Dmitry_Kursky All-Union_Communist_Party
Dmitry_Medvedev Communist_Party_of_the_Soviet_Union
Dmitry_Medvedev Independent_politician
Dmitry_Medvedev United_Russia
Dmitry_Polyansky Communist_Party_of_the_Soviet_Union
Dmitry_Sanakoyev The_Salvation_Union_of_South_Ossetia
Dmitry_Ustinov Communist_Party_of_the_Soviet_Union
Dmytro_Antonovych Revolutionary_Ukrainian_Party
Dmytro_Antonovych Ukrainian_Social-Democratic_Labor_Party
Dmytro_Bilokolos Kyiv
Dmytro_Klyachkivsky Organization_of_Ukrainian_Nationalists
Dmytro_Korchynsky Bratsvo
Dmytro_Lazorko Saskatchewan_New_Democratic_Party
Dmytro_Svyatash Party_of_Regions
Dmytro_Tabachnyk Party_of_Regions
Dmytro_Tymchuk People's_Front
Dmytro_Yarosh Right_Sector
Dnyaneshwar_Patil Shiv_Sena
Dnyanraj_Chougule Shiv_Sena
Do_Jong-hwan Democratic_Party_of_Korea
Dobroslav_Paraga Croatian_Party_of_Rights_1861
Doc_Bryan Democratic_Party
Doc_Hastings Republican_Party
Dodie_Horton Republican_Party
Dody_Crane Prince_Edward_Island_New_Democratic_Party
Doina_Florica_Ignat Romanian_National_Unity_Party
Dokka_Manikya_Vara_Prasad Telugu_Desam_Party
Dola_Sen All_India_Trinamool_Congress
Dolores_Balderamos-García People's_United_Party
Dolores_Cristina Partit_Nazzjonalista
Dolores_García-Hierro Spanish_Socialist_Workers_Party
Dolores_Ibárruri Communist_Party_of_Spain
Dolores_Kelly Social_Democratic_and_Labour_Party
Dolores_Mertz Iowa_Democratic_Party
Dolph_Briscoe Democratic_Party
Dolph_Eddy Australian_Labor_Party
Dom_Costa Democratic_Party
Dom_Mintoff Malta_Labour_Party
Domenic_Recchia Democratic_Party
Domenic_Sarno Democratic_Party
Domenick_DiCicco Republican_Party
Domenick_Mucci,_Jr. Democratic_Party
Domenico_Fisichella National_Alliance
Domenico_Mennitti Italian_Social_Movement
Domenico_Modugno__Domenico_Modugno__1 Radical_Party
Domenico_Moschella Coalition_Montréal
Domenique_Thornton Democratic_Party
Domenty_Kulumbegov Independent_politician
Domicela_Kopaczewska Civic_Platform
Domingo_Alaba_Obende All_Progressives_Congress
Domingo_Cavallo Justicialist_Party
Domingo_Caycedo Colombian_Conservative_Party
Domingo_Esguerra_Plata Colombian_Liberal_Party
Domingo_Matheu Patriot
Domingo_Mercante Peronism
Domingo_Santa_María Liberal_Party_of_Chile
Domingos_Abrantes Portuguese_Communist_Party
Domingos_Leite_Pereira Democratic_Party
Domingos_Simões_Pereira African_Party_for_the_Independence_of_Guinea_and_Cape_Verde
Dominic_A._Cavicchia Republican_Party
Dominic_Agostino Ontario_Liberal_Party
Dominic_Augustin_Hall Democratic-Republican_Party
Dominic_Bradley Social_Democratic_and_Labour_Party
Dominic_Cardy New_Brunswick_New_Democratic_Party
Dominic_Carman Liberal_Democrats
Dominic_Costa Australian_Labor_Party
Dominic_Dim_Deng Sudan_People's_Liberation_Army/Movement
Dominic_F._Pileggi Republican_Party
Dominic_Foreman Australian_Labor_Party
Dominic_Grieve Conservative_Party
Dominic_Hannigan Labour_Party
Dominic_Hubbard,_6th_Baron_Addington Liberal_Democrats
Dominic_Jacobetti Democratic_Party
Dominic_LeBlanc Liberal_Party_of_Canada
Dominic_Lee Liberal_Party
Dominic_Perri Équipe_Denis_Coderre_pour_Montréal
Dominic_Perri Union_Montreal
Dominic_Perri Montreal_Island_Citizens_Union
Dominic_Perrottet Liberal_Party_of_Australia
Dominic_Presentation Indian_National_Congress
Dominic_Presentation__INC-politician-stub__1 Indian_National_Congress
Dominic_Raab Conservative_Party
Dominick_DeJoseph Republican_Party
Dominick_J._Ruggerio Democratic_Party
Dominick_Moreno Democratic_Party
Dominick_V._Daniels Democratic_Party
Dominique-Amable_Coutlée Conservative_Party_of_Quebec
Dominique_Anglade Quebec_Liberal_Party
Dominique_Baert Socialist_Party
Dominique_Baettig Swiss_People's_Party
Dominique_Baudis Union_for_a_Popular_Movement
Dominique_Bertinotti Socialist_Party
Dominique_Braye Union_for_a_Popular_Movement
Dominique_Bussereau Union_for_a_Popular_Movement
Dominique_Caillaud Union_for_a_Popular_Movement
Dominique_Dord Union_for_a_Popular_Movement
Dominique_Gros Socialist_Party
Dominique_Le_Mèner Union_for_a_Popular_Movement
Dominique_Leclerc Union_for_a_Popular_Movement
Dominique_Monet Liberal_Party_of_Canada
Dominique_Perben Union_for_a_Popular_Movement
Dominique_Perben__France-politician-UMP-stub__1 Union_for_a_Popular_Movement
Dominique_Riquet Union_for_a_Popular_Movement
Dominique_Strauss-Kahn Socialist_Party
Dominique_Tian Union_for_a_Popular_Movement
Dominique_Tilmans Mouvement_Réformateur
Dominique_Vien Quebec_Liberal_Party
Dominique_Vlasto Union_for_a_Popular_Movement
Dominique_Voynet Europe_Écologie–The_Greens
Dominique_de_Buman Christian_Democratic_People's_Party_of_Switzerland
Dominique_de_Legge Union_for_a_Popular_Movement
Dominique_de_Villepin Union_for_a_Popular_Movement
Dominique_de_Villepin Rally_for_the_Republic
Dominique_de_Villepin United_Republic
Domitien_Ndayizeye Front_for_Democracy_in_Burundi
Don_A._J._Upham Democratic_Party
Don_Albert_Pardee Republican_Party
Don_Armes Republican_Party
Don_B._Colton Republican_Party
Don_B._Hughes Republican_Party
Don_Balfour_ Republican_Party
Don_Barker_ Australian_Labor_Party
Don_Barrington Republican_Party
Don_Bell Liberal_Party_of_Canada
Don_Benton Republican_Party
Don_Betzold Minnesota_Democratic-Farmer-Labor_Party
Don_Beyer Democratic_Party
Don_Black_ American_Nazi
Don_Blenkarn Progressive_Conservative_Party_of_Canada
Don_Bonker Democratic_Party
Don_Boudria Liberal_Party_of_Canada
Don_Bowen Republican_Party
Don_Brash ACT_New_Zealand
Don_Brown_ Australian_Labor_Party
Don_Brown___Australia-Labor-politician-stub__1 Australian_Labor_Party
Don_C._Edwards Republican_Party
Don_Calloway Democratic_Party
Don_Cameron_ Australian_Labor_Party
Don_Cameron_ Liberal_Party_of_Australia
Don_Cameron_ Australian_Labor_Party
Don_Cameron_ Australian_Labor_Party
Don_Caruth Republican_Party
Don_Cazayoux Democratic_Party
Don_Chard Nova_Scotia_New_Democratic_Party
Don_Cheeks Republican_Party
Don_Chipp Australian_Democrats
Don_Chipp Liberal_Party_of_Australia
Don_Chipp Independent
Don_Concannon Labor_Party
Don_Cooney Democratic_Party
Don_Coram Republican_Party
Don_Cousens Progressive_Conservative_Party_of_Ontario
Don_Cunningham Democratic_Party
Don_Czarcinski Democratic_Party
Don_Davies New_Democratic_Party
Don_Day Australian_Labor_Party
Don_Devitt Australian_Labor_Party
Don_Dobie Liberal_Party_of_Australia
Don_Downe Nova_Scotia_Liberal_Party
Don_Dunstan Australian_Labor_Party
Don_E._Sias Michigan_Republican_Party
Don_Edwards Democratic_Party
Don_Eldridge Republican_Party
Don_Farrell Australian_Labor_Party
Don_Foster,_Baron_Foster_of_Bath Liberal_Democrats
Don_Fuqua Democratic_Party
Don_Gaetz Republican_Party
Don_Gaffney Democratic_Party
Don_Gerard Democratic_Party
Don_Getty Progressive_Conservative_Association_of_Alberta
Don_Gilmore Republican_Party
Don_Gosen Republican_Party
Don_Grimes Australian_Labor_Party
Don_Guardian Republican_Party
Don_Gustavson Republican_Party
Don_H._Dwyer_Jr. Republican_Party
Don_Haggar Republican_Party
Don_Hanaway Republican_Party_of_Wisconsin
Don_Harmon Democratic_Party
Don_Harwin Liberal_Party_of_Australia
Don_Hathaway Democratic_Party
Don_Hilary_Gingery Democratic_Party
Don_Hill_ Republican_Party
Don_Hollett Liberal_Party_of_Newfoundland_and_Labrador
Don_Hopgood Australian_Labor_Party
Don_Huffines Republican_Party_of_Texas
Don_Hummel Democratic_Party
Don_Inverarity Yukon_Liberal_Party
Don_Ipson Republican_Party
Don_Jessop Liberal_Party_of_Australia
Don_Jessop Independent
Don_Johnston Liberal_Party_of_Canada
Don_Johnston Independent_Liberal
Don_Jones_ Democratic_Party
Don_Kidd Republican_Party
Don_Knabe Republican_Party
